,ID,Grade,Term_GPA,Course,Name,Age,Attendance,Gender,Latino,Race,Professor,ZIP,LAT,LNG,id
2165,2017000061,3.7,2.8,WRI 105,College Composition II,19,90.48%,3,No,1,Bethany Getz,84081,40.602795,-112.03761599999999,10
2166,2017000061,2.3,2.8,MTH 090,Intermediate Algebra,19,100%,3,No,1,Alyssa Ramos,84081,40.602795,-112.03761599999999,4
2168,2017000061,3.7,3.5,COM 105,Oral Communication,19,90%,3,No,1,Jim Getman,84081,40.602795,-112.03761599999999,41
2169,2017000061,3.7,3.5,HIS 100,Introduction to Historical Study,19,100%,3,No,1,David Williams,84081,40.602795,-112.03761599999999,20
2170,2017000061,3.7,3.5,INT 300,Ethics,19,84.78%,3,No,1,Garrett Miller,84081,40.602795,-112.03761599999999,29
2171,2017000061,4.0,3.5,Chapel,Chapel,19,96.97%,3,No,1,John Reimann,84081,40.602795,-112.03761599999999,46
2172,2017000061,3.7,3.5,LIT 200,Intro to Literature &amp; Creative Writing,19,92.59%,3,No,1,Bethany Getz,84081,40.602795,-112.03761599999999,10
2173,2017000061,2.7,3.5,BIO 100,Natural World: Biology,19,87.10%,3,No,1,Nick Szyndlar,84081,40.602795,-112.03761599999999,77
2174,2017000061,4.0,0.0,HUM 305,Literature in History,19,83.33%,3,No,1,Bethany Getz,84081,40.602795,-112.03761599999999,10
2175,2017000061,0.0,0.0,INT 210,Western Civilization &amp; the Formation of Christendom,19,100%,3,No,1,David Williams,84081,40.602795,-112.03761599999999,20
2176,2017000061,3.7,0.0,MTH 100,College Algebra,19,100%,3,No,1,Kelly DeGrassie,84081,40.602795,-112.03761599999999,57
2177,2017000061,0.0,0.0,GKC 100,Elementary Greek I,19,100%,3,No,1,David Williams,84081,40.602795,-112.03761599999999,20
2178,2017000061,4.0,0.0,Chapel,Chapel,19,0%,3,No,1,John Reimann,84081,40.602795,-112.03761599999999,46
2179,2017000061,0.0,0.0,HUM 310,"Word, Image, Song",19,100%,3,No,1,David Williams,84081,40.602795,-112.03761599999999,20
2180,2017000062,0.7,1.82,INT 100,Interdisciplinary Studies,19,88.46%,3,No,2,Gaelan Gilbert,92376,34.111605,-117.37740600000001,28
2181,2017000062,1.7,1.82,WRI 090,Intermediate Composition,19,80%,3,No,2,Evan Getz,92376,34.111605,-117.37740600000001,25
2182,2017000062,1.7,1.82,ECO 100,Introduction to Economics,19,96.55%,3,No,2,Darijo Banjac,92376,34.111605,-117.37740600000001,17
2183,2017000062,2.3,1.82,ECO 115,Principles of Macroeconomics,19,90.63%,3,No,2,Thomas Smith,92376,34.111605,-117.37740600000001,89
2184,2017000062,2.7,1.82,MGT 100,Foundations of Management,19,96.67%,3,No,2,Alyssa Ramos,92376,34.111605,-117.37740600000001,4
2186,2017000062,0.0,0.0,ECO 110,Microeconomics,19,77.78%,3,No,2,Nemanja Selezan,92376,34.111605,-117.37740600000001,76
2187,2017000062,0.0,0.0,WRI 100,College Composition I,19,6.98%,3,No,2,Bethany Getz,92376,34.111605,-117.37740600000001,10
2188,2017000062,0.0,0.0,ART 100,Intro to Studio Art &amp; Art History,19,19.05%,3,No,2,Jelena Gazivoda,92376,34.111605,-117.37740600000001,39
2189,2017000063,1.0,1.69,ACC 220,Financial Accounting,23,100%,3,No,2,Darijo Banjac,37043,36.489761,-87.237235,17
2190,2017000063,3.0,1.69,INT 200,Classical Rhetoric,23,60%,3,No,2,Evan Getz,37043,36.489761,-87.237235,25
2191,2017000063,3.0,1.69,MGT 100,Foundations of Management,23,100%,3,No,2,Alyssa Ramos,37043,36.489761,-87.237235,4
2192,2017000063,0.0,1.69,SPA 100,Spanish I,23,33.33%,3,No,2,David Orozco,37043,36.489761,-87.237235,19
2193,2017000063,2.0,1.69,WRI 100,College Composition I,23,77.78%,3,No,2,Bethany Getz,37043,36.489761,-87.237235,10
2195,2017000063,2.7,1.0,WRI 105,College Composition II,23,71.43%,3,No,2,Bethany Getz,37043,36.489761,-87.237235,10
2197,2017000063,1.3,1.0,INT 110,Critical Reasoning,23,63.64%,3,No,2,Garrett Miller,37043,36.489761,-87.237235,29
2198,2017000063,0.0,1.0,MTH 100,College Algebra,23,76.67%,3,No,2,Kelly DeGrassie,37043,36.489761,-87.237235,57
2199,2017000063,0.0,1.0,THE 105,New Testament,23,0%,3,No,2,Josiah Trenham,37043,36.489761,-87.237235,52
2200,2017000064,0.0,2.13,ACC 220,Financial Accounting,22,100%,2,No,1,Darijo Banjac,92373,34.011953000000005,-117.159699,17
2201,2017000064,2.0,2.13,ECO 115,Principles of Macroeconomics,22,93.75%,2,No,1,Thomas Smith,92373,34.011953000000005,-117.159699,89
2202,2017000064,2.7,2.13,MGT 100,Foundations of Management,22,100%,2,No,1,Alyssa Ramos,92373,34.011953000000005,-117.159699,4
2204,2017000064,1.7,2.13,WRI 105,College Composition II,22,72%,2,No,1,Bethany Getz,92373,34.011953000000005,-117.159699,10
2206,2017000064,2.3,1.97,BUS 310,Leadership and Business Ethics,22,94.12%,2,No,1,John Dempsey,92373,34.011953000000005,-117.159699,44
2207,2017000064,1.3,1.97,ECO 110,Microeconomics,22,100%,2,No,1,Nemanja Selezan,92373,34.011953000000005,-117.159699,76
2208,2017000064,2.3,1.97,MGT 315,Organizational Behavior,22,74.51%,2,No,1,Thomas Smith,92373,34.011953000000005,-117.159699,89
2209,2017000064,0.0,1.97,MTH 100,College Algebra,22,56.67%,2,No,1,Kelly DeGrassie,92373,34.011953000000005,-117.159699,57
2211,2017000064,1.0,2.18,ACC 220,Financial Accounting,22,83.33%,2,No,1,Pete Boukouzis,92373,34.011953000000005,-117.159699,79
2212,2017000064,3.3,2.18,MGT 320,HR and Talent Management,22,67.35%,2,No,1,Jim Getman,92373,34.011953000000005,-117.159699,41
2213,2017000064,1.7,2.18,MKT 260,Principles of Marketing,22,88.24%,2,No,1,Diana Sifford,92373,34.011953000000005,-117.159699,22
2214,2017000064,4.0,2.18,Chapel,Chapel,22,93.94%,2,No,1,John Reimann,92373,34.011953000000005,-117.159699,46
2215,2017000064,2.7,2.18,MTH 100,College Algebra,22,66.67%,2,No,1,Kelly DeGrassie,92373,34.011953000000005,-117.159699,57
2216,2017000064,0.0,0.0,BUS 320,Quantitative Analysis for Management,22,100%,2,No,1,Christos Korgan,92373,34.011953000000005,-117.159699,15
2217,2017000064,0.0,0.0,INT 210,Western Civilization &amp; the Formation of Christendom,22,100%,2,No,1,David Williams,92373,34.011953000000005,-117.159699,20
2218,2017000064,4.0,0.0,MGT 270,Management Information Systems,22,83.33%,2,No,1,Jim Getman,92373,34.011953000000005,-117.159699,41
2219,2017000064,0.0,0.0,MGT 480,Strategic Management,22,100%,2,No,1,Jim Getman,92373,34.011953000000005,-117.159699,41
2220,2017000064,4.0,0.0,Chapel,Chapel,22,0%,2,No,1,John Reimann,92373,34.011953000000005,-117.159699,46
2221,2017000065,3.3,3.23,INT 300,Ethics,25,92.86%,3,No,1,Garrett Miller,92084,33.219935,-117.202606,29
2222,2017000065,2.7,3.23,KIN 315,Nutrition for Health &amp; Exercise Performance,25,96.67%,3,No,1,Nick Szyndlar,92084,33.219935,-117.202606,77
2223,2017000065,3.7,3.23,KIN 325,Motor Control &amp; Learning,25,100%,3,No,1,Jessica Rodriguez,92084,33.219935,-117.202606,40
2226,2017000065,2.7,3.06,KIN 240,Exercise Physiology and LAB,25,94.59%,3,No,1,Josh Dexheimer,92084,33.219935,-117.202606,50
2227,2017000065,3.0,3.06,KIN 300,Applied Kinesiology,25,100%,3,No,1,Nick Szyndlar,92084,33.219935,-117.202606,77
2228,2017000065,3.7,3.06,KIN 360,Health Concepts &amp; Disease Prevention,25,96.67%,3,No,1,Jessica Rodriguez,92084,33.219935,-117.202606,40
2229,2017000065,4.0,3.06,KIN 370,Health and Fitness Across the Lifespan,25,95.45%,3,No,1,Jessica Rodriguez,92084,33.219935,-117.202606,40
2231,2017000065,2.0,3.06,INT 310,Modern European Thought &amp; Culture,25,93.75%,3,No,1,Gaelan Gilbert,92084,33.219935,-117.202606,28
2232,2017000065,4.0,3.08,KIN 340,Principles of Health Promotion,25,90.63%,3,No,1,Michael Massis,92084,33.219935,-117.202606,66
2233,2017000065,3.0,3.08,KIN 350,Measurments and Evaluation in Kinesiology,25,90.91%,3,No,1,Michael Massis,92084,33.219935,-117.202606,66
2234,2017000065,4.0,3.08,KIN 490,Research Methods I,25,100%,3,No,1,Jessica Rodriguez,92084,33.219935,-117.202606,40
2235,2017000065,4.0,3.08,Chapel,Chapel,25,100%,3,No,1,John Reimann,92084,33.219935,-117.202606,46
2236,2017000065,1.7,3.08,INT 200,Classical Rhetoric,25,80%,3,No,1,Evan Getz,92084,33.219935,-117.202606,25
2237,2017000065,2.7,3.08,MTH 100,College Algebra,25,80%,3,No,1,Kelly DeGrassie,92084,33.219935,-117.202606,57
2238,2017000065,4.0,0.0,KIN 460,Internship,25,0%,3,No,1,Jessica Rodriguez,92084,33.219935,-117.202606,40
2239,2017000065,0.0,0.0,KIN 499,Senior Thesis,25,100%,3,No,1,Jessica Rodriguez,92084,33.219935,-117.202606,40
2240,2017000066,1.7,2.02,INT 300,Ethics,24,89.29%,3,No,1,Garrett Miller,92084,33.219935,-117.202606,29
2241,2017000066,3.3,2.02,KIN 150,Intro to Athletic Training,24,100%,3,No,1,Josh Koeplin-Day,92084,33.219935,-117.202606,51
2243,2017000066,2.3,2.02,BIO 105,Introductory Biology I and LAB,24,100%,3,No,1,Geoff Bray,92084,33.219935,-117.202606,31
2245,2017000066,1.7,2.28,BIO 110,Introductory Biology II and LAB,24,85.71%,3,No,1,Geoff Bray,92084,33.219935,-117.202606,31
2246,2017000066,1.0,2.28,INT 310,Modern European Thought &amp; Culture,24,87.50%,3,No,1,Gaelan Gilbert,92084,33.219935,-117.202606,28
2247,2017000066,2.3,2.28,KIN 100,Fundamentals of Nutrition,24,85.71%,3,No,1,Jessica Rodriguez,92084,33.219935,-117.202606,40
2248,2017000066,3.3,2.28,KIN 275,Fundamentals of Strength &amp; Conditioning &amp; Ex Prescription,24,96.88%,3,No,1,Nick Szyndlar,92084,33.219935,-117.202606,77
2249,2017000066,3.3,2.28,KIN 300,Applied Kinesiology,24,96.97%,3,No,1,Nick Szyndlar,92084,33.219935,-117.202606,77
2251,2017000066,3.0,2.4,BIO 305,Human Physiology &amp; Anatomy I,24,97.73%,3,No,1,Brady Rice,92084,33.219935,-117.202606,11
2252,2017000066,2.0,2.4,INT 200,Classical Rhetoric,24,83.87%,3,No,1,Evan Getz,92084,33.219935,-117.202606,25
2253,2017000066,2.3,2.4,KIN 325,Motor Control &amp; Learning,24,96.67%,3,No,1,Jessica Rodriguez,92084,33.219935,-117.202606,40
2254,2017000066,2.7,2.4,KIN 340,Principles of Health Promotion,24,87.50%,3,No,1,Michael Massis,92084,33.219935,-117.202606,66
2255,2017000066,2.0,2.4,KIN 350,Measurments and Evaluation in Kinesiology,24,81.82%,3,No,1,Michael Massis,92084,33.219935,-117.202606,66
2256,2017000066,4.0,2.4,Chapel,Chapel,24,100%,3,No,1,John Reimann,92084,33.219935,-117.202606,46
2257,2017000066,4.0,0.0,BIO 310,Human Physiology and Anatomy II,24,100%,3,No,1,Joseph Moon,92084,33.219935,-117.202606,49
2258,2017000066,0.0,0.0,KIN 240,Exercise Physiology and LAB,24,100%,3,No,1,Michael Massis,92084,33.219935,-117.202606,66
2259,2017000066,1.0,0.0,KIN 360,Health Concepts &amp; Disease Prevention,24,0%,3,No,1,Jessica Rodriguez,92084,33.219935,-117.202606,40
2260,2017000066,0.0,0.0,KIN 490,Research Methods I,24,100%,3,No,1,Jessica Rodriguez,92084,33.219935,-117.202606,40
2261,2017000066,4.0,0.0,Chapel,Chapel,24,0%,3,No,1,John Reimann,92084,33.219935,-117.202606,46
2262,2017000067,3.3,3.39,ASL 100,American Sign Language I,22,100%,3,Yes,2,Rebecca Coleman,79336,33.603903,-102.398414,82
2263,2017000067,3.7,3.39,KIN 100,Fundamentals of Nutrition,22,96.15%,3,Yes,2,Jessica Rodriguez,79336,33.603903,-102.398414,40
2264,2017000067,3.7,3.39,KIN 150,Intro to Athletic Training,22,96.55%,3,Yes,2,Josh Koeplin-Day,79336,33.603903,-102.398414,51
2265,2017000067,3.0,3.39,KIN 200,Introduction to Kinesiology,22,96.15%,3,Yes,2,Jessica Rodriguez,79336,33.603903,-102.398414,40
2266,2017000067,3.3,3.39,THE 100,Orthodox Christianity,22,100%,3,Yes,2,Robert Fortuin,79336,33.603903,-102.398414,83
2268,2017000067,2.3,2.18,ASL 105,American Sign Language II,22,86.67%,3,Yes,2,Rebecca Coleman,79336,33.603903,-102.398414,82
2269,2017000067,2.0,2.18,CHE 110,General Chemistry II and LAB,22,0%,3,Yes,2,Geoff Bray,79336,33.603903,-102.398414,31
2270,2017000067,2.3,2.18,KIN 315,Nutrition for Health &amp; Exercise Performance,22,90.70%,3,Yes,2,Nick Szyndlar,79336,33.603903,-102.398414,77
2271,2017000067,2.3,2.18,MTH 105,Introduction to Statistics,22,100%,3,Yes,2,Christos Korgan,79336,33.603903,-102.398414,15
2273,2017000067,2.0,2.18,KIN 275,Fundamentals of Strength &amp; Conditioning &amp; Ex Prescription,22,93.75%,3,Yes,2,Nick Szyndlar,79336,33.603903,-102.398414,77
2274,2017000067,2.3,2.72,BIO 305,Human Physiology &amp; Anatomy I,22,86.36%,3,Yes,2,Brady Rice,79336,33.603903,-102.398414,11
2275,2017000067,2.7,2.72,INT 200,Classical Rhetoric,22,80.65%,3,Yes,2,Evan Getz,79336,33.603903,-102.398414,25
2276,2017000067,2.0,2.72,KIN 325,Motor Control &amp; Learning,22,93.33%,3,Yes,2,Jessica Rodriguez,79336,33.603903,-102.398414,40
2277,2017000067,3.3,2.72,KIN 340,Principles of Health Promotion,22,90.63%,3,Yes,2,Michael Massis,79336,33.603903,-102.398414,66
2278,2017000067,3.3,2.72,KIN 350,Measurments and Evaluation in Kinesiology,22,93.94%,3,Yes,2,Michael Massis,79336,33.603903,-102.398414,66
2279,2017000067,4.0,2.72,Chapel,Chapel,22,100%,3,Yes,2,John Reimann,79336,33.603903,-102.398414,46
2280,2017000067,4.0,2.72,KIN 460,Internship,22,0%,3,Yes,2,Jessica Rodriguez,79336,33.603903,-102.398414,40
2281,2017000067,0.0,0.0,KIN 240,Exercise Physiology and LAB,22,87.50%,3,Yes,2,Michael Massis,79336,33.603903,-102.398414,66
2282,2017000067,0.0,0.0,KIN 300,Applied Kinesiology,22,100%,3,Yes,2,Nick Szyndlar,79336,33.603903,-102.398414,77
2283,2017000067,4.0,0.0,KIN 360,Health Concepts &amp; Disease Prevention,22,0%,3,Yes,2,Jessica Rodriguez,79336,33.603903,-102.398414,40
2284,2017000067,0.0,0.0,KIN 370,Health and Fitness Across the Lifespan,22,0%,3,Yes,2,Jessica Rodriguez,79336,33.603903,-102.398414,40
2285,2017000067,4.0,0.0,Chapel,Chapel,22,0%,3,Yes,2,John Reimann,79336,33.603903,-102.398414,46
2286,2017000067,4.0,0.0,KIN 490,Research Methods I,22,100%,3,Yes,2,Jessica Rodriguez,79336,33.603903,-102.398414,40
2287,2017000068,3.0,2.72,BIO 105,Introductory Biology I and LAB,19,88.89%,3,No,1,Geoff Bray,90810,33.819814,-118.222416,31
2288,2017000068,3.0,2.72,CHE 105,General Chemistry I and LAB,19,100%,3,No,1,Geoff Bray,90810,33.819814,-118.222416,31
2289,2017000068,2.7,2.72,INT 100,Interdisciplinary Studies,19,84.62%,3,No,1,Gaelan Gilbert,90810,33.819814,-118.222416,28
2290,2017000068,3.0,2.72,WRI 100,College Composition I,19,85.19%,3,No,1,Bethany Getz,90810,33.819814,-118.222416,10
2291,2017000068,1.7,2.72,MTH 100,College Algebra,19,86.67%,3,No,1,Dan Marino,90810,33.819814,-118.222416,16
2293,2017000068,2.0,2.71,BIO 110,Introductory Biology II and LAB,19,85.71%,3,No,1,Geoff Bray,90810,33.819814,-118.222416,31
2294,2017000068,2.0,2.71,CHE 110,General Chemistry II and LAB,19,0%,3,No,1,Geoff Bray,90810,33.819814,-118.222416,31
2295,2017000068,2.7,2.71,INT 110,Critical Reasoning,19,77.27%,3,No,1,Garrett Miller,90810,33.819814,-118.222416,29
2296,2017000068,4.0,2.71,MTH 110,Calculus I,19,65.79%,3,No,1,Evan Getz,90810,33.819814,-118.222416,25
2297,2017000068,3.3,2.71,WRI 105,College Composition II,19,80.95%,3,No,1,Bethany Getz,90810,33.819814,-118.222416,10
2299,2017000068,3.7,3.9,BIO 305,Human Physiology &amp; Anatomy I,19,90.91%,3,No,1,Brady Rice,90810,33.819814,-118.222416,11
2300,2017000068,4.0,3.9,THE 100,Orthodox Christianity,19,0%,3,No,1,Robert Fortuin,90810,33.819814,-118.222416,83
2301,2017000068,4.0,3.9,Chapel,Chapel,19,100%,3,No,1,John Reimann,90810,33.819814,-118.222416,46
2302,2017000068,4.0,3.9,INT 200,Classical Rhetoric,19,67.74%,3,No,1,Evan Getz,90810,33.819814,-118.222416,25
2303,2017000068,3.7,0.0,THE 105,New Testament,19,0%,3,No,1,Robert Fortuin,90810,33.819814,-118.222416,83
2304,2017000068,4.0,0.0,BIO 310,Human Physiology and Anatomy II,19,100%,3,No,1,Joseph Moon,90810,33.819814,-118.222416,49
2305,2017000068,0.0,0.0,INT 210,Western Civilization &amp; the Formation of Christendom,19,100%,3,No,1,David Williams,90810,33.819814,-118.222416,20
2306,2017000068,0.0,0.0,KIN 100,Fundamentals of Nutrition,19,50%,3,No,1,Jessica Rodriguez,90810,33.819814,-118.222416,40
2307,2017000068,0.0,0.0,KIN 300,Applied Kinesiology,19,66.67%,3,No,1,Nick Szyndlar,90810,33.819814,-118.222416,77
2308,2017000068,0.0,0.0,MTH 105,Introduction to Statistics,19,100%,3,No,1,Christos Korgan,90810,33.819814,-118.222416,15
2309,2017000068,4.0,0.0,Chapel,Chapel,19,0%,3,No,1,John Reimann,90810,33.819814,-118.222416,46
2310,2017000069,0.7,1.44,MTH 090,Intermediate Algebra,19,86.21%,3,Yes,0,Kelly DeGrassie,90650,33.906956,-118.08263999999998,57
2311,2017000069,1.7,1.44,WRI 090,Intermediate Composition,19,72%,3,Yes,0,Evan Getz,90650,33.906956,-118.08263999999998,25
2312,2017000069,0.0,1.44,CHE 105,General Chemistry I and LAB,19,75%,3,Yes,0,Geoff Bray,90650,33.906956,-118.08263999999998,31
2314,2017000069,2.3,1.44,INT 100,Interdisciplinary Studies,19,76.92%,3,Yes,0,Gaelan Gilbert,90650,33.906956,-118.08263999999998,28
2315,2017000069,3.0,1.44,COM 105,Oral Communication,19,83.87%,3,Yes,0,Jim Getman,90650,33.906956,-118.08263999999998,41
2316,2017000070,0.0,2.83,ACC 220,Financial Accounting,22,80%,2,No,1,Darijo Banjac,92683,33.752468,-117.99393300000001,17
2317,2017000070,3.3,2.83,ECO 115,Principles of Macroeconomics,22,93.75%,2,No,1,Thomas Smith,92683,33.752468,-117.99393300000001,89
2318,2017000070,3.0,2.83,MGT 100,Foundations of Management,22,90%,2,No,1,Alyssa Ramos,92683,33.752468,-117.99393300000001,4
2319,2017000070,3.3,2.83,MGT 210,Quantitative Business Analysis,22,100%,2,No,1,Christos Korgan,92683,33.752468,-117.99393300000001,15
2322,2017000070,0.0,2.33,INT 310,Modern European Thought &amp; Culture,22,59.38%,2,No,1,Gaelan Gilbert,92683,33.752468,-117.99393300000001,28
2323,2017000070,3.0,2.33,MGT 320,HR and Talent Management,22,88.24%,2,No,1,Thomas Smith,92683,33.752468,-117.99393300000001,89
2324,2017000070,3.3,2.33,MGT 480,Strategic Management,22,87.88%,2,No,1,Thomas Smith,92683,33.752468,-117.99393300000001,89
2325,2017000070,3.0,2.33,MTH 105,Introduction to Statistics,22,97.06%,2,No,1,Christos Korgan,92683,33.752468,-117.99393300000001,15
2327,2017000070,2.7,2.71,ACC 220,Financial Accounting,22,93.33%,2,No,1,Pete Boukouzis,92683,33.752468,-117.99393300000001,79
2328,2017000070,2.7,2.71,BUS 305,Business Law,22,76.67%,2,No,1,Donald Armento,92683,33.752468,-117.99393300000001,23
2329,2017000070,3.3,2.71,MKT 260,Principles of Marketing,22,91.18%,2,No,1,Diana Sifford,92683,33.752468,-117.99393300000001,22
2330,2017000070,1.7,2.71,ASL 100,American Sign Language I,22,85.71%,2,No,1,Rebecca Coleman,92683,33.752468,-117.99393300000001,82
2331,2017000070,3.3,2.71,INT 300,Ethics,22,86.96%,2,No,1,Garrett Miller,92683,33.752468,-117.99393300000001,29
2332,2017000070,4.0,2.71,Chapel,Chapel,22,93.94%,2,No,1,John Reimann,92683,33.752468,-117.99393300000001,46
2333,2017000070,3.3,2.71,KIN 110,Weight Training,22,0%,2,No,1,Alyssa Ramos,92683,33.752468,-117.99393300000001,4
2334,2017000070,0.0,0.0,ACC 230,Managerial Accounting,22,83.33%,2,No,1,Pete Boukouzis,92683,33.752468,-117.99393300000001,79
2335,2017000070,0.0,0.0,THE 105,New Testament,22,0%,2,No,1,Robert Fortuin,92683,33.752468,-117.99393300000001,83
2336,2017000070,4.0,0.0,MGT 270,Management Information Systems,22,83.33%,2,No,1,Jim Getman,92683,33.752468,-117.99393300000001,41
2337,2017000070,4.0,0.0,Chapel,Chapel,22,0%,2,No,1,John Reimann,92683,33.752468,-117.99393300000001,46
2338,2017000070,4.0,0.0,INT 310,Modern European Thought &amp; Culture,22,0%,2,No,1,Evan Getz,92683,33.752468,-117.99393300000001,25
2339,2017000073,2.7,2.88,ECO 115,Principles of Macroeconomics,21,96.88%,2,No,1,Thomas Smith,92886,33.896339000000005,-117.796416,89
2340,2017000073,2.7,2.88,INT 300,Ethics,21,92.86%,2,No,1,Garrett Miller,92886,33.896339000000005,-117.796416,29
2341,2017000073,2.7,2.88,MGT 100,Foundations of Management,21,86.67%,2,No,1,Alyssa Ramos,92886,33.896339000000005,-117.796416,4
2342,2017000073,3.0,2.88,BUS 305,Business Law,21,92.31%,2,No,1,Marisa Poulos,92886,33.896339000000005,-117.796416,61
2344,2017000073,3.3,2.88,THE 100,Orthodox Christianity,21,86.21%,2,No,1,Robert Fortuin,92886,33.896339000000005,-117.796416,83
2345,2017000074,2.7,3.03,INT 300,Ethics,22,92.86%,2,Yes,1,Garrett Miller,93555,35.606509,-117.683472,29
2346,2017000074,3.0,3.03,MGT 210,Quantitative Business Analysis,22,100%,2,Yes,1,Christos Korgan,93555,35.606509,-117.683472,15
2347,2017000074,3.7,3.03,THE 100,Orthodox Christianity,22,96.55%,2,Yes,1,Robert Fortuin,93555,35.606509,-117.683472,83
2348,2017000074,2.7,3.03,MTH 100,College Algebra,22,76.67%,2,Yes,1,Dan Marino,93555,35.606509,-117.683472,16
2350,2017000074,3.0,2.68,MGT 315,Organizational Behavior,22,80.39%,2,Yes,1,Thomas Smith,93555,35.606509,-117.683472,89
2351,2017000074,3.0,2.68,MGT 480,Strategic Management,22,96.97%,2,Yes,1,Thomas Smith,93555,35.606509,-117.683472,89
2352,2017000074,3.0,2.68,MGT 320,HR and Talent Management,22,97.06%,2,Yes,1,Thomas Smith,93555,35.606509,-117.683472,89
2353,2017000074,1.7,2.68,THE 105,New Testament,22,0%,2,Yes,1,Josiah Trenham,93555,35.606509,-117.683472,52
2355,2017000074,4.0,3.75,FIN 430,Corporate Finance,22,90.70%,2,Yes,1,Pete Boukouzis,93555,35.606509,-117.683472,79
2356,2017000074,4.0,3.75,INT 350,"The American Experiment in Politics, Culture &amp; Religion",22,100%,2,Yes,1,David Williams,93555,35.606509,-117.683472,20
2357,2017000074,3.7,3.75,MKT 260,Principles of Marketing,22,97.06%,2,Yes,1,Diana Sifford,93555,35.606509,-117.683472,22
2358,2017000074,3.3,3.75,MKT 320,Marketing Management,22,100%,2,Yes,1,Diana Sifford,93555,35.606509,-117.683472,22
2359,2017000074,4.0,3.75,Chapel,Chapel,22,100%,2,Yes,1,John Reimann,93555,35.606509,-117.683472,46
2360,2017000074,0.0,0.0,BUS 310,Business Leadership,22,100%,2,Yes,1,Diana Sifford,93555,35.606509,-117.683472,22
2361,2017000074,4.0,0.0,BUS 499,Senior Capstone,22,75%,2,Yes,1,Pete Boukouzis,93555,35.606509,-117.683472,79
2362,2017000074,2.7,0.0,INT 100,Interdisciplinary Liberal Arts,22,66.67%,2,Yes,1,Garrett Miller,93555,35.606509,-117.683472,29
2363,2017000074,0.0,0.0,PSY 150,Introduction to Psychology,22,83.33%,2,Yes,1,Mili Metz,93555,35.606509,-117.683472,70
2364,2017000074,4.0,0.0,Chapel,Chapel,22,0%,2,Yes,1,John Reimann,93555,35.606509,-117.683472,46
2365,2017000074,4.0,0.0,INT 310,Modern European Thought &amp; Culture,22,0%,2,Yes,1,Evan Getz,93555,35.606509,-117.683472,25
2366,2017000075,2.0,2.47,INT 100,Interdisciplinary Studies,20,84.62%,3,Yes,1,Gaelan Gilbert,85364,32.702259999999995,-114.65801299999998,28
2367,2017000075,2.7,2.47,WRI 090,Intermediate Composition,20,80%,3,Yes,1,Evan Getz,85364,32.702259999999995,-114.65801299999998,25
2368,2017000075,2.7,2.47,MGT 100,Foundations of Management,20,83.33%,3,Yes,1,Alyssa Ramos,85364,32.702259999999995,-114.65801299999998,4
2369,2017000075,0.0,2.47,MTH 090,Intermediate Algebra,20,86.21%,3,Yes,1,Kelly DeGrassie,85364,32.702259999999995,-114.65801299999998,57
2371,2017000075,1.7,2.18,ECO 110,Microeconomics,20,100%,3,Yes,1,Nemanja Selezan,85364,32.702259999999995,-114.65801299999998,76
2372,2017000075,2.7,2.18,INT 110,Critical Reasoning,20,84.09%,3,Yes,1,Garrett Miller,85364,32.702259999999995,-114.65801299999998,29
2373,2017000075,3.3,2.18,WRI 100,College Composition I,20,79.07%,3,Yes,1,Bethany Getz,85364,32.702259999999995,-114.65801299999998,10
2374,2017000075,0.0,2.18,MTH 090,Intermediate Algebra,20,92.86%,3,Yes,1,Alyssa Ramos,85364,32.702259999999995,-114.65801299999998,4
2376,2017000075,1.0,2.18,THE 105,New Testament,20,0%,3,Yes,1,Josiah Trenham,85364,32.702259999999995,-114.65801299999998,52
2377,2017000075,1.3,1.68,ACC 220,Financial Accounting,20,90%,3,Yes,1,Pete Boukouzis,85364,32.702259999999995,-114.65801299999998,79
2378,2017000075,1.7,1.68,INT 200,Classical Rhetoric,20,80.65%,3,Yes,1,Evan Getz,85364,32.702259999999995,-114.65801299999998,25
2379,2017000075,2.7,1.68,MKT 260,Principles of Marketing,20,85.29%,3,Yes,1,Diana Sifford,85364,32.702259999999995,-114.65801299999998,22
2380,2017000075,2.0,1.68,WRI 105,College Composition II,20,80%,3,Yes,1,Tricia Woodward,85364,32.702259999999995,-114.65801299999998,90
2381,2017000075,4.0,1.68,Chapel,Chapel,20,96.97%,3,Yes,1,John Reimann,85364,32.702259999999995,-114.65801299999998,46
2382,2017000075,0.7,1.68,MTH 100,College Algebra,20,90.20%,3,Yes,1,Helen Lee,85364,32.702259999999995,-114.65801299999998,34
2383,2017000075,1.7,1.68,KIN 110,Weight Training,20,0%,3,Yes,1,Alyssa Ramos,85364,32.702259999999995,-114.65801299999998,4
2384,2017000075,4.0,0.0,COM 105,Oral Communication,20,100%,3,Yes,1,Jim Getman,85364,32.702259999999995,-114.65801299999998,41
2385,2017000075,0.0,0.0,INT 310,Modern European Thought &amp; Culture,20,66.67%,3,Yes,1,Evan Getz,85364,32.702259999999995,-114.65801299999998,25
2386,2017000075,4.0,0.0,MGT 270,Management Information Systems,20,66.67%,3,Yes,1,Jim Getman,85364,32.702259999999995,-114.65801299999998,41
2387,2017000075,4.0,0.0,Chapel,Chapel,20,0%,3,Yes,1,John Reimann,85364,32.702259999999995,-114.65801299999998,46
